TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,PCA1,PCA2
TX000014,AC00264,1.658739006096028,2023-11-20 16:39:15,1,Memphis,D000054,193.83.0.183,M025,ATM,-1.0497681524040379,3,0.04798707753509617,-0.2067936485059295,-1.2626675419268705,2024-11-04 08:07:06,1,2.2830116463861585,-0.14024041326138806
TX000015,AC00085,-0.4474446394370476,2023-02-13 16:53:57,1,Louisville,D000309,188.124.181.12,M017,Online,-1.49949295554867,3,0.20524264281614163,-0.2067936485059295,-1.2344020780640845,2024-11-04 08:10:09,1,2.371276411351789,0.09618560999483196
TX000016,AC00270,0.575070400083101,2023-12-12 16:23:31,1,Denver,D000466,221.169.49.152,M025,ATM,-0.4876121484732478,1,0.13376284041566644,-0.2067936485059295,-0.4227417455289484,2024-11-04 08:12:19,1,0.11986101602470156,-0.04770953451453282
TX000017,AC00317,0.8846067996697973,2023-10-30 16:52:49,0,Austin,D000671,53.218.177.171,M048,Branch,-1.443277355155591,3,0.5483456943384226,-0.2067936485059295,-1.021249610057465,2024-11-04 08:07:35,1,2.271884224789724,0.2801430392571253
TX000018,AC00359,0.669216058750975,2023-12-14 18:32:14,1,Columbus,D000432,114.223.129.47,M059,Online,-0.31896534729401077,1,1.6348386908256458,-0.2067936485059295,-0.0011109695866326143,2024-11-04 08:11:51,2,-0.18873657541014954,1.0073979726405793
TX000019,AC00242,-0.9555502666944129,2023-02-21 16:56:50,0,Albuquerque,D000530,93.218.115.132,M054,Branch,0.8053466605675694,2,-0.19504425062651956,-0.2067936485059295,0.7266529330633243,2024-11-04 08:12:01,0,-0.45137011930095705,-0.28250240414462674
TX000020,AC00285,-0.7746590447998077,2023-06-08 18:18:50,0,Columbus,D000039,120.170.93.69,M039,Online,-1.49949295554867,3,0.7056012596194681,-0.2067936485059295,0.3728782439432717,2024-11-04 08:09:20,1,1.4263642326811103,0.48072371869281655
TX000021,AC00002,-0.8163188413573532,2023-02-28 16:36:58,1,Los Angeles,D000152,116.44.12.250,M040,Branch,1.4799338652845175,2,-1.1671695632729824,-0.2067936485059295,0.1632204990176552,2024-11-04 08:09:24,0,-0.3982248342156153,-1.0277614598802123
TX000022,AC00014,-0.7257019319044686,2023-08-11 18:31:31,1,Las Vegas,D000268,59.132.247.252,M065,Branch,-0.3751809476870898,0,-0.38089173686775507,-0.2067936485059295,1.0337731972516602,2024-11-04 08:08:13,0,-1.5188081997946101,-0.34605840921705294
TX000023,AC00095,-0.8407117485522317,2023-06-06 18:54:15,1,Atlanta,D000142,133.63.96.21,M022,Online,-0.31896534729401077,1,0.005099196094811046,-0.2067936485059295,0.9898622453182356,2024-11-04 08:07:01,0,-0.8210279806785088,-0.07503474797157512
TX000024,AC00453,0.16529011502981078,2023-05-02 18:25:46,1,Fort Worth,D000162,191.82.103.198,M083,Online,-1.274630553976354,3,0.319610326656902,3.1124756489183207,-0.9517038515474685,2024-11-04 08:07:04,1,2.0590427509010825,2.4582781842728334
TX000025,AC00241,-0.5209316983317309,2023-03-02 16:43:56,1,Raleigh,D000036,119.186.154.104,M028,Online,-1.330846154369433,3,-0.33800385542746997,-0.2067936485059295,-0.8162070533532758,2024-11-04 08:07:09,1,2.056381507221883,-0.2941033844399676
TX000026,AC00041,-0.9938868722436672,2023-10-20 17:53:13,0,Houston,D000671,81.248.235.147,M043,Online,1.1426402629260435,2,2.2352690309896377,-0.2067936485059295,-0.37937692420172625,2024-11-04 08:09:44,2,0.044736253882825094,1.4196049118272893
TX000027,AC00441,-0.1735725887125261,2023-04-17 16:37:01,1,Miami,D000046,55.154.161.250,M029,ATM,-1.218414953583275,3,0.5483456943384226,6.431744946342571,-1.138657434417119,2024-11-04 08:11:38,2,2.0501218959107175,4.952904303249012
TX000028,AC00057,-0.8814122734785179,2023-03-29 16:42:38,1,Milwaukee,D000310,21.28.32.1,M008,Branch,-0.4313965480801688,1,-0.35229981590756504,-0.2067936485059295,-0.6224819637654089,2024-11-04 08:11:59,1,0.15288401913032823,-0.330459849398607
TX000029,AC00390,-0.5829074976513031,2023-01-24 16:18:32,1,Las Vegas,D000232,152.234.65.155,M092,Online,-0.03788734532861574,0,1.1058881530621294,-0.2067936485059295,-0.8569489093746535,2024-11-04 08:11:22,2,-0.5642305837929651,0.6721160529091015
TX000030,AC00313,-0.82711064720902,2023-09-20 16:55:42,1,Detroit,D000297,33.28.138.82,M043,Branch,-0.9935525520109589,3,2.335340754350303,-0.2067936485059295,-0.9647315022991751,2024-11-04 08:08:30,2,1.9904733424829302,1.599096920888902
TX000031,AC00367,-0.9225581745193173,2023-07-17 17:49:22,0,Miami,D000587,35.67.21.23,M091,Online,0.8053466605675694,0,-1.4244968519146932,-0.2067936485059295,0.8256487204129397,2024-11-04 08:09:17,0,-1.9086894272156019,-1.1473038294520537
TX000032,AC00291,-0.8170040353796812,2023-02-06 16:24:24,1,Baltimore,D000282,187.199.178.27,M053,ATM,-0.8811213512248008,0,1.963645781867832,-0.2067936485059295,1.2074709339519887,2024-11-04 08:06:58,2,-1.4086893087882326,1.3561980737095345
TX000033,AC00060,0.33867846237992383,2023-09-25 16:26:00,1,New York,D000621,133.67.250.163,M007,ATM,0.2431906566367793,1,0.6913052991393731,3.1124756489183207,1.1732441853031925,2024-11-04 08:11:13,2,-1.1943332642955977,2.6464136570483077
TX000034,AC00359,1.9878034353190734,2023-03-13 17:23:24,1,Los Angeles,D000111,134.140.85.231,M094,Online,-1.274630553976354,3,0.4339780104976623,-0.2067936485059295,-1.2090005948920401,2024-11-04 08:07:50,1,2.359741485697912,0.13276221448631548
TX000035,AC00365,-0.1450342576825629,2023-10-27 16:42:49,0,San Francisco,D000357,92.214.76.157,M002,Branch,0.018328255064463266,0,-0.995618037511842,-0.2067936485059295,2.487475439210654,2024-11-04 08:10:51,0,-2.504792929658598,-0.8207522913278902
TX000036,AC00267,-0.5921233572516154,2023-10-16 16:32:56,1,Seattle,D000042,59.145.242.13,M002,Branch,0.2431906566367793,1,-1.0670978399123172,-0.2067936485059295,0.16676650196778517,2024-11-04 08:06:23,0,-0.5733864929132042,-0.8875904833080667
TX000037,AC00404,-0.7518763435574001,2023-11-21 16:58:44,1,Milwaukee,D000250,33.28.138.82,M028,Branch,-1.0497681524040379,3,0.3624982080971871,-0.2067936485059295,-1.0803881191281433,2024-11-04 08:12:18,1,2.082111780996991,0.19595795894210633
TX000038,AC00202,1.204866485705928,2023-03-02 17:53:32,1,San Jose,D000448,73.108.76.238,M074,ATM,1.7047962668568335,2,0.24813052425642676,-0.2067936485059295,-0.0611366203932074,2024-11-04 08:11:15,0,-0.2814924503099887,-0.1301601440693413
TX000039,AC00478,1.7051609011087532,2023-10-12 17:07:40,1,Mesa,D000077,49.29.37.185,M048,ATM,1.1988558633191224,0,-0.42377961830804023,1.4528410002061958,0.7180661189780133,2024-11-04 08:11:17,0,-1.9394059634310468,0.5748409981642303
TX000040,AC00405,0.1303109601899639,2023-01-24 17:17:20,1,Oklahoma City,D000038,49.20.211.229,M040,Online,0.5804842589952534,2,1.3775114021839352,-0.2067936485059295,-1.0499330048536357,2024-11-04 08:07:32,2,0.7171501084437184,0.7837903314565511
TX000041,AC00421,0.10578101419061983,2023-07-31 18:39:50,1,San Antonio,D000557,6.234.101.35,M014,ATM,1.0302090621398854,2,-0.009196764385283997,-0.2067936485059295,-0.2027203390527713,2024-11-04 08:07:31,0,0.03866881389051091,-0.2225424100393256
TX000042,AC00480,-0.9029958851818515,2023-01-09 16:13:21,1,Philadelphia,D000627,109.105.179.186,M046,Online,-0.3751809476870898,0,-1.4387928123947882,-0.2067936485059295,2.3332794367393115,2024-11-04 08:11:45,0,-2.2752142321665465,-1.081745862034566
TX000043,AC00120,-0.19244968402766394,2023-04-20 18:57:43,0,Charlotte,D000198,60.89.202.192,M044,Online,0.6929154597814113,0,-0.052084645825569126,-0.2067936485059295,2.113427253831254,2024-11-04 08:09:03,0,-2.5731485576980395,-0.1907795446068562
TX000044,AC00117,-0.8300227218039142,2023-04-12 16:03:37,1,Tucson,D000197,173.135.78.201,M009,ATM,-1.443277355155591,3,-0.03778868534547408,-0.2067936485059295,-1.2493091360192947,2024-11-04 08:08:03,1,2.340859879577671,-0.062340803298603385
TX000045,AC00011,0.023009576293391343,2023-07-26 16:52:28,1,Louisville,D000685,77.208.193.198,M005,Branch,-0.9935525520109589,3,-1.2386493656734576,-0.2067936485059295,-1.0885928981884585,2024-11-04 08:09:53,1,2.092946212567129,-0.981432569189867
TX000046,AC00401,0.47167462211379824,2023-10-04 17:49:29,1,Chicago,D000297,197.162.55.147,M051,Branch,1.6485806664637546,2,-0.42377961830804023,-0.2067936485059295,-0.11307799983191522,2024-11-04 08:11:12,0,-0.2577876651492642,-0.570789358461083
TX000047,AC00282,-0.4560095647161482,2023-12-13 16:01:38,1,Baltimore,D000103,113.115.81.178,M070,Branch,-1.0497681524040379,3,-0.6382190255094659,-0.2067936485059295,-0.9243280934140357,2024-11-04 08:10:33,1,2.0032446235550223,-0.5280793967506127
TX000048,AC00439,0.7285196013834677,2023-10-09 16:29:40,1,Oklahoma City,D000397,186.135.2.148,M090,Online,-1.443277355155591,3,-0.20934021110661458,-0.2067936485059295,-1.1108765653175832,2024-11-04 08:11:35,1,2.3231552254765666,-0.2555136090756587
TX000049,AC00296,1.128193274607419,2023-11-27 16:45:57,1,Denver,D000284,93.146.251.20,M023,Online,-1.0497681524040379,3,0.2624264847365218,-0.2067936485059295,-1.243227343540836,2024-11-04 08:07:24,1,2.2508190789018765,0.03684779197746061
TX000050,AC00471,-0.9441417862226509,2023-03-27 16:45:18,0,Sacramento,D000304,124.6.134.78,M055,Online,-0.20653414650785276,1,0.7913770225000384,-0.2067936485059295,-0.9689877314367137,2024-11-04 08:06:31,1,0.2501801176107774,0.47345038648058535
TX000051,AC00159,0.43765473890521056,2023-02-13 16:59:39,0,Kansas City,D000661,139.23.212.102,M040,Online,1.3675026644983594,2,0.019395156574906088,-0.2067936485059295,-0.30941323475834487,2024-11-04 08:07:07,0,-0.034402405576974715,-0.23477149778910072
TX000052,AC00482,0.43498248221813124,2023-02-21 17:45:55,1,Omaha,D000598,179.43.245.131,M015,Online,0.35562185742293734,1,2.0637175052284973,-0.2067936485059295,0.017831814068870102,2024-11-04 08:09:02,2,-0.49130564937918486,1.2826332027161331
TX000053,AC00115,-0.7268667617424263,2023-06-07 16:45:34,1,Virginia Beach,D000235,194.174.252.1,M078,Branch,1.2550714637122016,0,0.3624982080971871,-0.2067936485059295,2.5103026729525246,2024-11-04 08:06:45,2,-3.0518207741187937,0.09354402540580199
TX000054,AC00055,-0.4388454544568306,2023-09-07 16:51:27,1,San Diego,D000442,42.219.228.159,M036,Branch,-0.9373369516178799,3,0.319610326656902,-0.2067936485059295,-1.0757037030833945,2024-11-04 08:08:58,1,2.0447579335420376,0.14426053944260542
TX000055,AC00419,-0.6610881355989335,2023-03-29 17:47:16,1,Omaha,D000642,186.135.2.148,M095,ATM,0.9739934617468065,2,-0.42377961830804023,-0.2067936485059295,-0.1632040719035283,2024-11-04 08:10:42,0,0.008551126786220387,-0.47813376145514536
TX000056,AC00374,0.06631383850452403,2023-08-04 17:53:40,1,Mesa,D000013,81.102.230.41,M052,Branch,-1.105983752797117,3,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,2024-11-04 08:09:15,1,2.0750787340241175,-0.4678608248321479
TX000057,AC00271,-0.8121391578211521,2023-12-14 17:52:37,0,Columbus,D000462,1.198.76.182,M095,Branch,0.6929154597814113,2,-0.9670261165516518,-0.2067936485059295,-0.40495019493534623,2024-11-04 08:09:57,0,0.25265772920806007,-0.8381450852153672
TX000058,AC00456,-0.017245572518381578,2023-03-03 17:37:41,0,Dallas,D000311,198.73.211.114,M075,Branch,1.3112870641052805,2,-0.8383624722307964,-0.2067936485059295,-0.12202890098802778,2024-11-04 08:07:49,0,-0.13759282591993516,-0.8188879945433715
TX000059,AC00143,0.3046585791713361,2023-06-09 16:18:15,1,Indianapolis,D000145,186.54.68.246,M064,Branch,0.1869750562437003,1,-1.3101291680739329,-0.2067936485059295,0.13238078572469533,2024-11-04 08:07:09,0,-0.4944454808322657,-1.098655100830706
TX000060,AC00427,-0.6355989179683301,2023-10-02 16:35:22,1,Kansas City,D000089,198.166.198.233,M064,Branch,-1.218414953583275,3,-0.9813220770317469,-0.2067936485059295,-1.0727756225562444,2024-11-04 08:11:37,1,2.151982019859801,-0.7544347074915614
TX000061,AC00438,0.9281851394898614,2023-10-06 18:44:37,1,Indianapolis,D000233,27.143.109.203,M094,ATM,0.07454385545754227,1,0.4625699314578524,-0.2067936485059295,0.09886939125022053,2024-11-04 08:06:25,0,-0.4017856332275691,0.1391121080750054
TX000062,AC00002,-0.11512553860794346,2023-05-16 16:07:30,1,Dallas,D000285,7.146.35.122,M087,Branch,1.9296586684291497,2,1.5347669674649806,1.4528410002061958,-0.2408315377879352,2024-11-04 08:11:03,2,-0.3637113750245138,1.99126778704018
TX000063,AC00425,0.17830880145404376,2023-11-07 16:48:23,1,Las Vegas,D000516,9.230.41.239,M097,Online,0.1869750562437003,1,1.5204710069848855,-0.2067936485059295,0.3941670816113332,2024-11-04 08:08:09,2,-0.6480718288487184,0.9208423206455099
TX000064,AC00325,1.0408310367605926,2023-05-30 17:43:25,0,Philadelphia,D000548,125.225.212.244,M001,Branch,0.6366998593883324,1,-0.22363617158670962,-0.2067936485059295,0.8573960873894472,2024-11-04 08:08:01,0,-1.0767371582383407,-0.37920657236654387
TX000065,AC00434,-0.9997795408356885,2023-11-02 16:01:40,1,Charlotte,D000461,155.164.18.235,M071,Online,0.2994062570298583,0,0.062283038015191215,-0.2067936485059295,2.2752408808614075,2024-11-04 08:11:32,0,-2.5271259529140844,-0.05121654462867035
TX000066,AC00242,-0.3297968258033214,2023-03-29 17:00:31,0,Nashville,D000098,145.246.171.225,M003,Branch,-0.15031854611477377,1,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,2024-11-04 08:11:41,1,0.06664912277419743,0.5554241970840993
TX000067,AC00319,0.002830612335830326,2023-04-25 16:11:24,1,Indianapolis,D000435,92.214.76.157,M005,Branch,0.6366998593883324,2,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,2024-11-04 08:10:12,2,0.39392611524477417,0.8809432675408287
TX000068,AC00460,0.765588597991415,2023-04-18 18:40:47,1,Albuquerque,D000305,131.41.45.13,M063,Branch,-1.105983752797117,3,0.11946687993557138,-0.2067936485059295,-0.8109611227415868,2024-11-04 08:12:10,1,2.01081476644602,-0.04192811721040809
TX000069,AC00461,-0.6177496136866844,2023-02-09 16:34:53,0,Austin,D000128,46.150.175.171,M057,Online,0.8615622609606484,1,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,2024-11-04 08:07:11,0,-0.5303031639918712,-1.2178839251868478
TX000070,AC00395,-0.3716279208664489,2023-11-13 16:42:28,0,Indianapolis,D000684,125.89.163.224,M040,Branch,-0.7124745500455638,1,-0.23793213206680466,-0.2067936485059295,-1.0607992091216405,2024-11-04 08:08:42,1,0.5370851316396712,-0.25482122811511704
TX000071,AC00217,-0.5620090799702975,2023-07-18 16:12:00,1,Atlanta,D000201,40.226.196.34,M091,ATM,-0.03788734532861574,1,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,2024-11-04 08:10:18,2,-0.16914402944113494,0.9031669481884737
TX000072,AC00053,-0.5289142086918527,2023-01-13 17:00:16,1,Dallas,D000410,65.164.3.100,M066,Online,-0.5438277488663268,1,0.21953860329623667,-0.2067936485059295,0.3231957427396068,2024-11-04 08:09:26,1,-0.33021045921623937,0.07234652675104782
TX000073,AC00282,-0.9346861087145238,2023-07-04 18:20:33,1,Boston,D000180,9.230.41.239,M070,ATM,0.9739934617468065,2,-0.9241382351113667,-0.2067936485059295,0.19273719168713907,2024-11-04 08:12:15,0,-0.2077720679097781,-0.8189257865589153
TX000074,AC00110,-0.2181444598649658,2023-10-20 16:54:28,0,Jacksonville,D000295,152.140.239.181,M046,Online,-1.0497681524040379,3,2.292452872910018,-0.2067936485059295,0.3649375562089603,2024-11-04 08:08:45,2,1.2659373396642435,1.5558389538574995
TX000075,AC00265,3.134475631685065,2023-10-04 16:36:29,1,Indianapolis,D000231,193.83.0.183,M036,Branch,-1.387061754762512,3,-1.367313009994313,-0.2067936485059295,-1.155938750312908,2024-11-04 08:06:51,1,2.4206224894988395,-1.1935668576700238
TX000076,AC00239,-0.2243112060659182,2023-12-28 17:31:03,1,Omaha,D000073,156.173.170.140,M066,ATM,-0.4313965480801688,1,-0.9813220770317469,-0.2067936485059295,0.40397435658186615,2024-11-04 08:09:17,0,-0.41263108441406104,-0.8015890594482998
TX000077,AC00007,-0.4623818691237991,2023-06-12 17:53:52,1,Kansas City,D000070,60.153.124.80,M060,Online,-1.274630553976354,3,-0.09497252726585426,-0.2067936485059295,-1.1487031607790925,2024-11-04 08:08:22,1,2.226868553666034,-0.12951038127642495
TX000078,AC00022,-0.7059683440614207,2023-03-13 16:32:12,1,Milwaukee,D000363,94.37.250.128,M095,Branch,-0.03788734532861574,0,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,2024-11-04 08:11:36,0,-2.4762909424143986,-0.6023214559993374
TX000079,AC00464,-0.6074374436506471,2023-12-18 18:46:27,1,Miami,D000561,162.198.218.92,M045,Branch,-1.443277355155591,3,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,2024-11-04 08:06:50,1,2.1837973254557363,-0.47731992549066987
TX000080,AC00014,-0.4225720964265394,2023-07-17 18:54:31,1,Seattle,D000375,130.92.201.49,M032,Online,0.2994062570298583,0,-0.7525867093502262,-0.2067936485059295,1.3881555528208673,2024-11-04 08:10:29,0,-1.993778270043625,-0.6626515092918602
TX000081,AC00406,-0.3901624191704226,2023-06-19 18:22:10,1,Denver,D000488,86.103.2.29,M074,ATM,-0.3751809476870898,1,-0.2522280925468997,-0.2067936485059295,-1.169638167350178,2024-11-04 08:09:51,1,0.4641625126583011,-0.2888342458590743
TX000082,AC00445,0.16374842847957272,2023-10-23 17:13:57,0,Phoenix,D000097,131.41.45.13,M081,Online,0.7491310601744904,1,-0.5667392231089906,-0.2067936485059295,0.34297438826187915,2024-11-04 08:08:16,0,-0.8627909807026779,-0.5924780102605012
TX000083,AC00236,2.1410813381138585,2023-01-23 16:32:48,1,Detroit,D000206,21.97.154.92,M004,ATM,1.0302090621398854,2,-0.46666749974832533,-0.2067936485059295,-0.10216564368169591,2024-11-04 08:11:07,0,0.06157575120231251,-0.641238752721203
TX000084,AC00220,-0.12910349666343562,2023-11-06 16:34:10,1,Denver,D000616,36.13.239.172,M028,Online,0.2431906566367793,0,0.7198972200995631,-0.2067936485059295,0.5288382739125815,2024-11-04 08:09:38,2,-1.4624093581610143,0.36847062562403987
TX000085,AC00140,-0.48951555240798983,2023-07-03 16:40:24,1,San Diego,D000494,167.104.180.235,M030,Online,-0.6000433492594058,0,0.5340497338583277,-0.2067936485059295,-0.920623122869612,2024-11-04 08:09:42,1,-0.2887334026718308,0.29473847389448926
TX000086,AC00098,3.571903495539292,2023-09-29 17:22:10,0,Austin,D000574,165.114.224.47,M012,Online,0.5242686586021743,1,-1.2815372471137427,-0.2067936485059295,0.9076477951404213,2024-11-04 08:06:53,0,-0.9584398633774389,-1.2411799730577806
TX000087,AC00303,-0.9354055624379682,2023-10-20 17:27:35,1,Mesa,D000428,16.131.3.140,M033,Branch,1.0864246625329645,0,-0.7239947883900362,-0.2067936485059295,1.219339659661426,2024-11-04 08:12:05,0,-2.2467308758736726,-0.6669871535408015
TX000088,AC00373,0.9266434529396235,2023-08-28 17:03:53,1,Washington,D000018,8.243.4.138,M054,ATM,0.1869750562437003,0,-0.06638060630566417,-0.2067936485059295,1.3954552421910913,2024-11-04 08:07:32,0,-1.8965249620201448,-0.23049081267063246
TX000089,AC00438,-0.9866238156069899,2023-06-22 18:37:29,0,San Diego,D000453,132.127.5.187,M043,Online,0.7491310601744904,0,0.8485608644204186,-0.2067936485059295,1.99212215941795,2024-11-04 08:09:10,2,-2.557807986445492,0.48201086179347685
TX000090,AC00437,0.3267218266902993,2023-11-20 16:28:09,1,Kansas City,D000141,186.54.68.246,M022,Online,-1.162199353190196,3,-0.2808200135070898,-0.2067936485059295,-1.1083253918285165,2024-11-04 08:08:38,1,2.1878333530589504,-0.3046247366754061
TX000091,AC00106,1.4366333637583906,2023-09-14 16:49:33,0,Milwaukee,D000322,101.223.82.253,M052,Online,0.8615622609606484,2,-1.2243534051933627,-0.2067936485059295,-0.2692918651534036,2024-11-04 08:08:12,0,0.1933532999736327,-1.1343756372177711
TX000092,AC00310,-0.2526439788891831,2023-10-02 16:36:10,1,Kansas City,D000481,133.223.159.151,M009,ATM,0.4680530582090954,1,-0.9241382351113667,4.772110297630446,-0.5600769270313429,2024-11-04 08:08:01,2,-0.35486096946576684,2.661641398498464
TX000093,AC00149,-0.229313122428913,2023-03-27 18:16:04,1,Houston,D000526,60.43.160.195,M049,Branch,-1.330846154369433,3,0.21953860329623667,-0.2067936485059295,-1.1528363182307262,2024-11-04 08:10:44,1,2.26234431133527,0.08662212760482048
TX000094,AC00373,0.49514251737853404,2023-12-21 16:37:03,1,Los Angeles,D000645,168.36.49.167,M047,Online,-1.443277355155591,3,2.006533663308117,-0.2067936485059295,-0.9585497140759189,2024-11-04 08:08:21,1,2.2278300915478475,1.3312989380300304
TX000095,AC00425,1.1873597784354462,2023-03-02 16:05:09,1,San Antonio,D000178,165.38.56.205,M093,ATM,-0.8811213512248008,1,-0.681106906949751,-0.2067936485059295,-1.0181061540799818,2024-11-04 08:08:04,1,0.6514561227908293,-0.6352876611089858
TX000096,AC00010,0.723175088009309,2023-06-26 16:16:50,0,Mesa,D000622,193.108.17.115,M048,Branch,0.35562185742293734,1,0.10517091945547634,-0.2067936485059295,0.6651273460847859,2024-11-04 08:09:32,0,-0.8606352384141497,-0.11508436653312917
TX000097,AC00348,1.9220933285778141,2023-04-18 17:27:23,0,San Francisco,D000019,175.230.206.232,M002,Branch,-0.9935525520109589,3,0.9343366273009888,-0.2067936485059295,-0.8310782154000972,2024-11-04 08:10:47,1,2.0155959424670713,0.480655690157127
TX000098,AC00011,-0.932664786348656,2023-07-17 17:08:24,1,Louisville,D000192,62.152.134.92,M007,ATM,0.6929154597814113,1,-0.5953311440691808,-0.2067936485059295,-1.2597574093539148,2024-11-04 08:11:05,0,0.046638074018054754,-0.5724175074950774
TX000099,AC00453,-0.5138056804995192,2023-09-01 17:26:02,1,Charlotte,D000093,149.84.108.18,M028,Branch,1.4799338652845175,2,0.19094668233604659,-0.2067936485059295,-0.7688141983061302,2024-11-04 08:07:22,0,0.15174683194736716,-0.0821846115902389
TX000100,AC00178,-0.6254923061389914,2023-09-11 16:19:04,1,San Antonio,D000528,134.222.122.238,M004,Branch,-0.4313965480801688,0,0.7913770225000384,-0.2067936485059295,0.6485254884549293,2024-11-04 08:08:38,2,-1.268443884118519,0.4835544418348453
TX000101,AC00265,0.2938667733196694,2023-01-24 17:23:56,1,Fort Worth,D000321,18.72.115.111,M066,Branch,-0.8249057508317219,1,-1.367313009994313,-0.2067936485059295,0.9711450930868917,2024-11-04 08:11:07,0,-0.5540728693782814,-1.072732814858459
TX000102,AC00018,-0.6819522935788226,2023-08-11 16:18:46,0,El Paso,D000528,34.125.226.63,M095,Online,-1.387061754762512,3,0.677009338659278,-0.2067936485059295,1.0946013780100716,2024-11-04 08:10:02,2,0.9672213742926474,0.45383811814972536
TX000103,AC00075,-0.7343696362869184,2023-10-16 18:35:11,0,Fort Worth,D000607,21.28.32.1,M009,Branch,0.5804842589952534,0,0.6341214572189929,-0.2067936485059295,-1.008416822808441,2024-11-04 08:10:52,2,-0.7489497954985705,0.3094009336610983
